t,S,R,gain,norm
423,0.08216473582245254,0.9178352641775475,1.0,19.999999999999
424,0.08262958987377611,0.9173704101262239,1.0,19.999999999999
425,0.08201117956274662,0.9179888204372534,1.0,19.999999999999
426,0.08124488426197773,0.9187551157380223,1.0,19.999999999999
427,0.08169363507964134,0.9183063649203587,1.0,19.999999999999
428,0.08368007061171334,0.9163199293882867,1.0,19.999999999999
429,0.0833913874641754,0.9166086125358246,1.0,19.999999999999
430,0.08378392503189769,0.9162160749681023,1.0,19.999999999999
431,0.08421046532312082,0.9157895346768792,1.0,19.999999999999
432,0.08540084780952151,0.9145991521904785,1.0,19.999999999999
433,0.08415904541783292,0.9158409545821671,1.0,19.999999999999
434,0.08396959819226546,0.9160304018077345,1.0,19.999999999999
435,0.08317680847718245,0.9168231915228175,1.0,19.999999999999
436,0.08395102015191447,0.9160489798480855,1.0,19.999999999999005
437,0.08377705231973476,0.9162229476802652,1.0,19.999999999999
438,0.08347204413722353,0.9165279558627765,1.0,19.999999999999
439,0.08368368856004305,0.916316311439957,1.0,19.999999999999
