t,norm,width_fwhm,peak_a2,chi
2296,5.59160804504541,1.0,13.204076440992287,0.2
2297,5.591608045045411,1.0,13.185352157202676,0.2
2298,5.591608045045412,1.0,13.166288342417035,0.2
2299,5.591608045045411,1.0,13.146954799129938,0.2
2300,5.59160804504541,1.0,13.12742108348062,0.2
2301,5.591608045045411,1.0,13.107756339092917,0.2
2302,5.59160804504541,1.0,13.088029138117491,0.2
2303,5.591608045045412,1.0,13.068307329815994,0.2
2304,5.591608045045411,1.0,13.048657896950388,0.2
2305,5.59160804504541,1.0,13.029146820167409,0.2
2306,5.591608045045411,1.0,13.009838950497313,0.2
2307,5.591608045045411,1.0,12.990797890019767,0.2
2308,5.591608045045411,1.0,12.97208588068746,0.2
2309,5.591608045045411,1.0,12.953763701239986,0.2
2310,5.59160804504541,1.0,12.935890572087697,0.2
2311,5.591608045045411,1.0,12.918524067997579,0.2
2312,5.59160804504541,1.0,12.901720038369977,0.2
2313,5.591608045045411,1.0,12.885532534857694,0.2
2314,5.591608045045412,1.0,12.870013746046386,0.2
2315,5.591608045045411,1.0,12.855213938887765,0.2
2316,5.591608045045412,1.0,12.841181406554588,0.2
2317,5.591608045045411,1.0,12.827962422368724,0.2
2318,5.591608045045411,1.0,12.815601199440346,0.2
2319,5.59160804504541,1.0,12.804139855647394,0.2
2320,5.591608045045412,1.0,12.793618383579773,0.2
2321,5.591608045045412,1.0,12.784074625071444,0.2
2322,5.591608045045411,1.0,12.775544249946448,0.2
2323,5.591608045045411,1.0,12.768060738610192,0.2
2324,5.591608045045411,1.0,12.761655368126245,0.2
2325,5.591608045045411,1.0,12.756357201430204,0.2
2326,5.591608045045411,1.0,12.752193079345638,0.2
2327,5.591608045045411,1.0,12.74918761508332,0.2
2328,5.591608045045411,1.0,12.747363190922211,0.2
2329,5.591608045045411,1.0,12.746739956790345,0.2
2330,5.591608045045411,1.0,12.747335830484182,0.2
2331,5.591608045045411,1.0,12.749166499287066,0.2
2332,5.591608045045411,1.0,12.75224542277017,0.2
2333,5.591608045045411,1.0,12.756583836583125,0.2
2334,5.591608045045411,1.0,12.762190757065767,0.2
2335,5.591608045045411,1.0,12.769072986537259,0.2
2336,5.59160804504541,1.0,12.777235119144144,0.2
2337,5.59160804504541,1.0,12.78667954717419,0.2
2338,5.591608045045412,1.0,12.79740646776844,0.2
2339,5.59160804504541,1.0,12.809413889989498,0.2
2340,5.59160804504541,1.0,12.822697642229606,0.2
2341,5.591608045045411,1.0,12.837251379967158,0.2
2342,5.591608045045411,1.0,12.853066593905785,0.2
2343,5.591608045045411,1.0,12.870132618554468,0.2
2344,5.591608045045411,1.0,12.888436641331964,0.2
2345,5.59160804504541,1.0,12.907963712302307,0.2
2346,5.59160804504541,1.0,12.928696754671943,0.2
2347,5.591608045045412,1.0,12.950616576201504,0.2
2348,5.59160804504541,1.0,12.973701881707465,0.2
2349,5.59160804504541,1.0,12.997929286850246,0.2
2350,5.59160804504541,1.0,13.023273333425513,0.2
2351,5.591608045045412,1.0,13.049706506395175,0.2
2352,5.591608045045411,1.0,13.077199252912669,0.2
2353,5.59160804504541,1.0,13.105720003614366,0.2
2354,5.591608045045413,1.0,13.135235196464643,0.2
2355,5.59160804504541,1.0,13.165709303456435,0.2
2356,5.59160804504541,1.0,13.197104860481828,0.2
2357,5.591608045045412,1.0,13.229382500697627,0.2
2358,5.59160804504541,1.0,13.262500991719957,0.2
2359,5.591608045045411,1.0,13.29641727698831,0.2
2360,5.591608045045411,1.0,13.331086521643032,0.2
2361,5.591608045045411,1.0,13.36646216326233,0.2
2362,5.591608045045412,1.0,13.402495967802441,0.2
2363,5.591608045045412,1.0,13.439138091080325,0.2
2364,5.591608045045413,1.0,13.476337146129556,0.2
2365,5.591608045045411,1.0,13.514040276748435,0.2
2366,5.591608045045411,1.0,13.552193237543065,0.2
2367,5.59160804504541,1.0,13.590740480748003,0.2
2368,5.59160804504541,1.0,13.629625250082618,0.2
2369,5.59160804504541,1.0,13.668789681871504,0.2
2370,5.591608045045412,1.0,13.708174913623498,0.2
2371,5.59160804504541,1.0,13.747721200224113,0.2
2372,5.591608045045412,1.0,13.787368037852076,0.2
2373,5.591608045045411,1.0,13.827054295680481,0.2
2374,5.59160804504541,1.0,13.866718355368581,0.2
2375,5.591608045045412,1.0,13.906298258289572,0.2
2376,5.591608045045411,1.0,13.945731860374588,0.2
2377,5.591608045045411,1.0,13.984956994383337,0.2
2378,5.591608045045412,1.0,14.023911639336486,0.2
2379,5.591608045045411,1.0,14.062534096766932,0.2
2380,5.591608045045412,1.0,14.10076317336428,0.2
2381,5.591608045045411,1.0,14.138538369501966,0.2
2382,5.59160804504541,1.0,14.175800073049112,0.2
2383,5.59160804504541,1.0,14.212489757780624,0.2
2384,5.591608045045412,1.0,14.2485501856104,0.2
2385,5.59160804504541,1.0,14.283925611784724,0.2
2386,5.591608045045411,1.0,14.318561992087135,0.2
2387,5.591608045045411,1.0,14.352407191023659,0.2
2388,5.591608045045411,1.0,14.385411189880212,0.2
2389,5.591608045045412,1.0,14.417526293472301,0.2
2390,5.591608045045411,1.0,14.44870733434376,0.2
2391,5.591608045045411,1.0,14.478911873116928,0.2
2392,5.591608045045412,1.0,14.508100393652494,0.2
2393,5.591608045045411,1.0,14.536236491645488,0.2
2394,5.591608045045411,1.0,14.563287055264905,0.2
2395,5.591608045045411,1.0,14.58922243643981,0.2
2396,5.59160804504541,1.0,14.614016611405379,0.2
2397,5.59160804504541,1.0,14.63764732914894,0.2
2398,5.591608045045411,1.0,14.66009624643891,0.2
2399,5.591608045045411,1.0,14.681349048179216,0.2
2400,5.59160804504541,1.0,14.701395551908266,0.2
2401,5.591608045045412,1.0,14.720229795353944,0.2
2402,5.591608045045411,1.0,14.73785010606456,0.2
2403,5.591608045045411,1.0,14.754259152258891,0.2
2404,5.59160804504541,1.0,14.769463974174625,0.2
2405,5.591608045045411,1.0,14.783475995343375,0.2
2406,5.59160804504541,1.0,14.796311013378766,0.2
2407,5.591608045045412,1.0,14.80798917003095,0.2
2408,5.591608045045411,1.0,14.818534900433125,0.2
2409,5.59160804504541,1.0,14.827976861641975,0.2
2410,5.591608045045412,1.0,14.8363478407503,0.2
2411,5.59160804504541,1.0,14.843684643025627,0.2
2412,5.591608045045411,1.0,14.850027960699581,0.2
2413,5.591608045045412,1.0,14.855422223196783,0.2
2414,5.59160804504541,1.0,14.859915429747682,0.2
2415,5.591608045045411,1.0,14.863558965473336,0.2
2416,5.591608045045411,1.0,14.866407402160783,0.2
2417,5.59160804504541,1.0,14.868518285063399,0.2
2418,5.591608045045413,1.0,14.86995190715929,0.2
2419,5.591608045045411,1.0,14.870771072382368,0.2
2420,5.591608045045411,1.0,14.871040849403572,0.2
2421,5.591608045045411,1.0,14.870828317583282,0.2
2422,5.591608045045411,1.0,14.870202306741218,0.2
2423,5.591608045045411,1.0,14.869233132395696,0.2
2424,5.591608045045411,1.0,14.867992328111866,0.2
2425,5.591608045045412,1.0,14.866552376568738,0.2
2426,5.59160804504541,1.0,14.864986440908318,0.2
2427,5.59160804504541,1.0,14.863368097869287,0.2
2428,5.591608045045412,1.0,14.861771074132193,0.2
2429,5.591608045045412,1.0,14.860268987217173,0.2
2430,5.59160804504541,1.0,14.858935092178031,0.2
2431,5.591608045045411,1.0,14.857842035231842,0.2
2432,5.59160804504541,1.0,14.857061615351977,0.2
2433,5.59160804504541,1.0,14.856664554737144,0.2
2434,5.591608045045411,1.0,14.85672027895059,0.2
2435,5.591608045045412,1.0,14.857296707404837,0.2
2436,5.591608045045412,1.0,14.858460054749155,0.2
2437,5.591608045045411,1.0,14.860274643601109,0.2
2438,5.59160804504541,1.0,14.862802728951262,0.2
2439,5.591608045045412,1.0,14.86610433446304,0.2
