t,kappa,b0,b1,bmag,ang_err
1.29,0.43792596818368107,0.0004406990704607219,0.00042377723812553445,0.0006113941594898092,0.7658260000361641
1.3,0.7614949623504456,0.00043906821934599024,0.0004222123537922074,0.0006091339531945454,0.7658299592928963
1.31,1.015302875336089,0.00043745153334085347,0.00042066096192779984,0.0006068933093322794,0.7658337948879081
1.32,1.2063084678084284,0.00043584995355451696,0.00041912393895013615,0.0006046735137365883,0.7658374710104092
1.33,1.7832206495469296,0.0004342629071656074,0.000417600750220803,0.000602473782935741,0.7658410049030699
1.34,1.4854853138142647,0.00043271197498048807,0.00041611151558809694,0.0006003236183064411,0.765843634534213
1.35,2.5231357907058767,0.00043115193940198855,0.0004146140778494363,0.0005981612060314798,0.765846947148439
1.36,2.5303338717311585,0.000429667965176585,0.00041318784603791814,0.0005961029746716933,0.765847939934539
1.37,3.0,0.00042819121561850105,0.00041176863879656254,0.000594054819885525,0.7658490330211776
1.3800000000000001,3.0,0.00042676376940026483,0.00041039569804198454,0.0005920742722362543,0.7658487385167732
1.3900000000000001,3.0,0.0004253425794259819,0.00040902888040436007,0.0005901024782845705,0.7658485725232329
1.4000000000000001,3.0,0.00042392761306282956,0.0004076681531671411,0.0005881393918314397,0.7658485347039834
1.41,2.71856775989646,0.0004225188378647979,0.00040631348380499807,0.0005861849669450539,0.7658486247207028
1.42,1.9112381190055356,0.00042109010923987853,0.0004049404791514336,0.0005842034506531483,0.7658497675822376
1.43,2.2284239000321278,0.00041960724284531673,0.00040351723748251623,0.0005821480904321253,0.7658531773517834
1.44,2.011778231405415,0.0004181522321660566,0.000402120248677862,0.0005801310056032183,0.7658559466968682
1.45,1.8430006274350006,0.0004166889838927334,0.0004007158351126429,0.0005781028367060496,0.765859355093649
1.46,1.524876471100879,0.000415221909482587,0.00039930810816851014,0.0005760696132964143,0.7658632455758831
1.47,2.087618722127279,0.00041374437847298203,0.0003978908751576904,0.0005740222637248026,0.7658678540496178
1.48,2.4206307470890245,0.0004123058463523627,0.0003965102906394164,0.0005720284271950937,0.7658714163942162
1.49,2.418617969760636,0.00041089751389392087,0.0003951581464814659,0.0005700760718139927,0.7658742418213067
1.5,1.2288492462850302,0.0004094952683686656,0.000393811936105658,0.0005681322168611919,0.7658771881293545
1.51,1.9151750095118336,0.00040803103518568737,0.0003924081024281412,0.0005661037400741653,0.7658826891753927
1.52,2.0809711447750545,0.00040660725436909807,0.0003910422742881216,0.0005641307646157963,0.7658870819417727
1.53,1.1409786636363948,0.000405200194246245,0.00038969229796728124,0.0005621808290151978,0.7658912120129129
1.54,0.7514081404809876,0.0004037523301890317,0.00038830445486046295,0.0005601752349020387,0.7658971410629896
1.55,0.2421320280938265,0.0004022996328384377,0.00038691232562659014,0.0005581631860878307,0.7659035805547547
1.56,0.5155351004545059,0.000400845762428549,0.0003855193242783219,0.0005561496872685794,0.765910398526997
1.57,0.0,0.0003994017347654162,0.00038413573676179905,0.0005541498082568955,0.7659171974962495
1.58,0.18160648712939123,0.0003979602348790318,0.00038275472861863533,0.0005521535391762868,0.7659242391412078
1.59,0.22253221602973847,0.0003965258319475533,0.0003813805657906444,0.0005501671303926575,0.7659313573394693
1.6,0.0,0.0003950982350747864,0.0003800129748193214,0.0005481901826832011,0.7659385608627467
1.61,0.0,0.00039367640587028153,0.00037865098370433936,0.0005462212738434914,0.7659458855696002
1.62,0.370304292620387,0.00039226106508902627,0.00037729526404931284,0.0005442613889105289,0.7659533037777093
1.6300000000000001,0.6285941588573654,0.0003908542393440395,0.00037594770816063355,0.0005423133003019939,0.7659607403590636
1.6400000000000001,1.0162989136061198,0.00038945768138959645,0.0003746099530854468,0.0005403794061065254,0.7659681298265539
1.6500000000000001,0.8255075350881447,0.00038807697953317755,0.00037328722179192763,0.0005384673546248928,0.7659752671513012
1.6600000000000001,1.3669723813619652,0.0003866972908847747,0.0003719656392850574,0.0005365568297826107,0.765982689300599
1.67,0.6603026135134819,0.0003853414263312764,0.0003706665289885521,0.0005346790537878248,0.7659895651860831
1.68,0.23099278576960902,0.0003839705018893302,0.00036935353686907914,0.0005327808006289663,0.7659973075724564
1.69,1.0995741837980904,0.00038260015486782834,0.0003680412782145808,0.0005308834721242589,0.7660053469891044
1.7,1.0415854477383162,0.0003812529478144007,0.00036675084994426,0.0005290179544703632,0.7660128590890389
1.71,0.5624539489504079,0.0003799099827982553,0.00036546458025857103,0.0005271583770114482,0.766020530777797
1.72,0.0,0.0003785618780693734,0.0003641736918801893,0.0005252918935078459,0.7660287035802753
1.73,0.0758385365124821,0.00037721527578883114,0.00036288439364456253,0.0005234275952213694,0.7660371339980601
1.74,0.6920450040673055,0.00037587484359386745,0.0003616010494729019,0.0005215718713912958,0.7660456499509039
1.75,0.0,0.0003745472696669796,0.00036032991536622916,0.0005197338791370281,0.766054004693467
1.76,0.19668548897289478,0.000373218805995743,0.0003590581276298658,0.0005178947925650084,0.7660627003132499
1.77,0.46791815142640303,0.000371896885267606,0.00035779263832849787,0.000516064787903432,0.7660714629855208
1.78,0.9641346177496108,0.00037058348298609785,0.00035653529493034485,0.0005142465696464834,0.7660802184840216
1.79,1.0410628621288371,0.0003692860534590514,0.00035529307355863327,0.0005124503462757166,0.7660886908849456
1.8,1.3244128572521836,0.00036799660092855593,0.0003540584910021578,0.0005106651675468926,0.7660971720199572
1.81,1.6334214772215387,0.00036672232861314493,0.0003528382895578096,0.0005089008988806447,0.7661053949147694
1.82,2.3742344443176773,0.0003654665194688881,0.000351635543845691,0.0005071620377634332,0.7661132363704048
1.83,2.8977416338365907,0.0003642576987117869,0.00035047696432313676,0.0005054876591885979,0.7661196425652301
1.84,2.825295873254018,0.00036309249403540723,0.00034935940255873796,0.0005038731500894353,0.7661247344885758
1.85,2.3307875938691813,0.00036192647053032124,0.00034824125419797864,0.0005022576442384095,0.7661301479144171
1.86,1.1625227576167338,0.0003607301470199995,0.00034709490511944326,0.0005006007512269092,0.7661369693752285
1.87,1.6155555445654892,0.00035948275332528,0.0003459008904189823,0.0004988740080731495,0.7661459664415191
1.8800000000000001,0.5002930909759675,0.0003582581605392073,0.000344728391879684,0.000497178613539329,0.7661544119370371
1.8900000000000001,0.2815565020238475,0.00035700665851913125,0.0003435308428506862,0.0004954464594854811,0.7661641412085141
1.9000000000000001,0.726895402629026,0.00035575840066919077,0.0003423364845692576,0.0004937188555381878,0.7661740394125784
1.9100000000000001,0.5067075127255867,0.0003545218047304658,0.0003411532025943009,0.0004920073349755008,0.7661837935246862
1.92,0.0839412769447489,0.00035328702264886714,0.0003399717686857738,0.0004902984028889289,0.7661937664804892
1.93,0.07044531301960918,0.00035205436121781144,0.00033879246807885945,0.0004885924781240971,0.7662039456684244
1.94,0.22567906092173898,0.00035082715468760724,0.0003376184237179077,0.00048689412863575074,0.7662142061369339
1.95,0.11951008598622835,0.00034960601766766087,0.0003364502104659429,0.00048520419589284067,0.7662245235804028
1.96,0.0,0.0003483898131139282,0.0003352867613170403,0.00048352112073416994,0.7662349386993799
1.97,1.0881220690321416,0.00034717881508116897,0.00033412833185575115,0.0004818452778536607,0.7662454398581326
1.98,1.5081220114050264,0.0003459888596575329,0.00033298976955879853,0.0004801983732145932,0.7662554368256687
1.99,0.5946665695072755,0.00034481851418434115,0.0003318697341162751,0.00047857844513381903,0.7662649806190696
2.0,0.3082895694310493,0.0003436280219405578,0.0003307309429900961,0.00047693099512811986,0.7662755483825028
2.0100000000000002,0.0,0.0003424393956767848,0.00032959403436236365,0.00047528619504330285,0.7662863205547978
2.02,0.2714797827956817,0.0003412547787570992,0.00032846101664333227,0.00047364698191683656,0.7662972160324291
2.0300000000000002,0.0,0.0003400763511065328,0.00032733393335869157,0.00047201634347764494,0.7663081521905313
2.04,0.0,0.00033890216550027795,0.0003262109567429625,0.00047039160927883985,0.766319200135452
2.05,0.0,0.00033773315644843743,0.00032509296225933826,0.00046877405972939275,0.7663303236165628
2.06,0.0,0.00033656929692410525,0.00032397992343866945,0.0004671636570018184,0.7663415222063859
2.07,0.906530415524703,0.00033541056005687746,0.0003228718139683388,0.0004655603634899279,0.7663527954773262
2.08,1.5541064730398526,0.00033426741118749184,0.0003217784553955933,0.0004639785302562626,0.7663637511632775
2.09,1.3050059055808776,0.00033314952641877774,0.00032070893242452735,0.00046243142874369595,0.7663740260391934
2.1,0.1482267103105026,0.00033202743815325016,0.00031963558622172906,0.00046087864743977753,0.7663847190739013
2.11,1.2670874159752807,0.00033088897777247344,0.00031854698841442833,0.0004593034938243061,0.766396284046345
2.12,1.24580870155124,0.0003297754381671227,0.0003174819044496732,0.00045776260143365707,0.7664071764223368
2.13,1.5584806905004416,0.00032866604938124966,0.0003164208347599757,0.0004562274834839281,0.7664181709636742
2.14,1.5327237645728369,0.0003275724197120697,0.00031537468011177386,0.00045471406291385365,0.766428832159284
2.15,1.671569168015644,0.00032648249814884613,0.0003143321236766776,0.00045320580928823217,0.7664396092381045
2.16,2.636889464725211,0.0003254027801866071,0.0003132992656551423,0.00045171163280706503,0.7664502578833603
2.17,3.0,0.0003243791121444267,0.00031231917658999174,0.00045029443307846584,0.7664590617712217
2.18,2.539123725572024,0.00032338491899452985,0.0003113669017417942,0.00044891775787262274,0.7664670140571603
2.19,2.946333757734349,0.00032236343049297746,0.00031038910403165075,0.00044750371754966647,0.7664762362921653
2.2,3.0,0.00032137354176496494,0.00030944111866973114,0.0004461331183291959,0.7664845252644232
2.21,3.0,0.0003203915981292033,0.00030850072120728494,0.0004447735054352944,0.7664927643857897
2.22,2.449080605174395,0.00031941365980135635,0.00030756420862438033,0.000443419472389788,0.7665010997780097
2.23,1.3031518573178755,0.00031840329658845804,0.000306597335619317,0.0004420210238068566,0.7665108911542768
2.24,1.721684391062219,0.00031734514816106075,0.0003055856510137085,0.00044055707140714203,0.7665227111621391
2.25,1.4131682978855682,0.0003163067859190943,0.0003045926683610638,0.0004391203439124413,0.7665340334104433
2.2600000000000002,1.1136048282949456,0.0003152612144711,0.0003035930079670156,0.0004376737915802742,0.76654586552299
2.27,1.3047861995812473,0.0003142110471623359,0.00030258912306302795,0.0004362209985258664,0.7665581085961515
2.2800000000000002,0.7950894194248732,0.00031317089489193354,0.000301594751262243,0.00043478201825322617,0.7665702152390628
2.29,0.04907239166664257,0.0003121224650694315,0.00030059268782633557,0.00043333174032798394,0.7665828679313322
2.3000000000000003,0.0984859716120641,0.0003110710852043316,0.00029958793955996437,0.00043187747519404785,0.7665958662912766
2.31,0.1085721141138602,0.00031002432803481237,0.0002985876275956185,0.00043042961715780747,0.7666089259396798
2.32,0.47958384609707183,0.00030898210814712273,0.00029759167077527245,0.0004289880483997875,0.7666220487705657
2.33,0.12870015084008424,0.0003079469340128268,0.0002966024286854285,0.00042755621252648756,0.7666351397068376
2.34,0.17190320568122403,0.00030691371647636486,0.00029561511205263935,0.00042612712168463177,0.766648387728206
2.35,0.0,0.00030588509304420834,0.0002946322016684595,0.0004247043965002809,0.7666616929440866
2.36,0.2628150639585061,0.000304860546269716,0.00029365320974055137,0.00042328732589435973,0.7666750734209131
2.37,0.5097939907087784,0.00030384119622156114,0.00029267918978942567,0.00042187744743840466,0.7666884860154037
2.38,1.2179857046161056,0.00030282841305296433,0.0002917114312489542,0.00042047664248265934,0.7667018782574386
2.39,1.4410545990064558,0.00030183399497937433,0.0002907610428697387,0.00041910111497812436,0.7667148080384827
2.4,1.3423675999428732,0.00030085056786576946,0.00028982108412819486,0.0004177407389642506,0.7667275499108026
2.41,2.0803031309745035,0.0002998681568495931,0.00028888216226579945,0.00041638181416547946,0.7667404753727469
2.42,1.7826402301332758,0.0002989185541520997,0.0002879742197524716,0.00041506801040121916,0.7667523961679708
2.43,1.7402710079727155,0.00029795987559842193,0.00028705781073154604,0.0004137417964970607,0.7667648752727212
