t,C,sigma,norm
578,0.9984015923493738,1.0,0.04704753604234842
579,0.9984034211956844,1.0,0.04698273241130817
580,0.9984052437813332,1.0,0.04691809009899275
581,0.998407060140722,1.0,0.04685360843416221
582,0.9984088703079946,1.0,0.04678928674958621
583,0.9984106743170365,1.0,0.04672512438201309
584,0.9984124722014833,1.0,0.04666112067213894
585,0.998414263994717,1.0,0.04659727496457732
586,0.9984160497298721,1.0,0.04653358660782903
587,0.9984178294398371,1.0,0.046470054954252174
588,0.9984196031572545,1.0,0.046406679360032656
589,0.9984213709145275,1.0,0.046343459185154805
590,0.9984231327438179,1.0,0.046280393793372336
591,0.9984248886770519,1.0,0.046217482552179584
592,0.9984266387459195,1.0,0.04615472483278301
593,0.9984283829818776,1.0,0.04609212001007296
594,0.9984301214161547,1.0,0.04602966746259565
595,0.9984318540797477,1.0,0.04596736657252551
596,0.9984335810034296,1.0,0.04590521672563772
597,0.9984353022177472,1.0,0.045843217311280965
598,0.9984370177530273,1.0,0.04578136772235051
599,0.9984387276393732,1.0,0.04571966735526154
