t,peak,symmetry_error,chi,norm
1047,1.6596865606,0.0146990408,0.0120421508,5.9166085349
1048,1.6645772525,0.0146930126,0.0211537257,5.9274443983
1049,1.6669608023,0.0146570508,0.0137158422,5.9337532436
1050,1.6691360259,0.0145703322,0.0129167639,5.9388340366
1051,1.6752255787,0.0147355666,0.0257976023,5.9525311886
1052,1.6781571479,0.0147686689,0.0111750367,5.9578179727
1053,1.6794309890,0.0148343057,0.0074312843,5.9603767974
1054,1.6820265391,0.0148497543,0.0131001503,5.9660353031
1055,1.6862535026,0.0148533146,0.0174516235,5.9751757232
1056,1.6870716060,0.0149448607,0.0064074233,5.9769028151
1057,1.6888227560,0.0150647574,0.0076403275,5.9790395636
1058,1.6913575417,0.0152691656,0.0141589301,5.9854452916
1059,1.6901325685,0.0152998483,0.0000000000,5.9833306994
1060,1.6911507734,0.0153129452,0.0067551424,5.9850221996
1061,1.6954344922,0.0155580176,0.0158183236,5.9930707764
1062,1.6975868348,0.0156220531,0.0091836484,5.9967329217
1063,1.6976543348,0.0158412197,0.0041928810,5.9966796710
1064,1.7030231625,0.0158460869,0.0212427200,6.0081326202
1065,1.7038918542,0.0159813146,0.0052294312,6.0091454368
1066,1.7057077891,0.0161498607,0.0094878454,6.0132334883
1067,1.7075790284,0.0161832831,0.0102108888,6.0173250251
1068,1.7099740883,0.0162645083,0.0123990931,6.0234182744
1069,1.7113681080,0.0161566110,0.0102263750,6.0274152159
1070,1.7136277756,0.0162221782,0.0116113676,6.0328142170
1071,1.7159204466,0.0162566885,0.0122759740,6.0380549976
1072,1.7181754401,0.0164704760,0.0115839531,6.0431111334
1073,1.7205972364,0.0166082724,0.0124477144,6.0488836750
1074,1.7192713007,0.0166088496,0.0005811567,6.0469034087
1075,1.7221802033,0.0164691268,0.0141171105,6.0533556607
1076,1.7227961614,0.0163300397,0.0052586078,6.0543849908
1077,1.7223986518,0.0163210044,0.0016001015,6.0528821845
1078,1.7274733676,0.0164587478,0.0186304700,6.0630350121
1079,1.7283046916,0.0165424850,0.0058295267,6.0643839989
1080,1.7308945021,0.0165225236,0.0128633717,6.0703565752
1081,1.7323800774,0.0165456848,0.0082917049,6.0733114679
1082,1.7345310334,0.0166938361,0.0087433622,6.0766705213
1083,1.7385206582,0.0165382997,0.0143215429,6.0847352246
1084,1.7388473447,0.0165543357,0.0069685202,6.0865636418
1085,1.7412034258,0.0162417024,0.0137888365,6.0934781244
1086,1.7440112528,0.0163133922,0.0138273239,6.1002941610
1087,1.7484451679,0.0164291556,0.0175893500,6.1098660903
1088,1.7503322753,0.0164006509,0.0103861765,6.1144705108
1089,1.7548140483,0.0164383650,0.0170235948,6.1235952648
1090,1.7598800909,0.0164383796,0.0202593346,6.1353189627
1091,1.7649235441,0.0166684449,0.0196160749,6.1467446841
1092,1.7685844548,0.0169355531,0.0148131694,6.1546670571
1093,1.7721486521,0.0171121211,0.0141559971,6.1620131931
1094,1.7798922423,0.0174005709,0.0256773838,6.1779497399
1095,1.7863817721,0.0174745989,0.0227144446,6.1916534301
1096,1.7879352093,0.0177773488,0.0083202370,6.1958050694
1097,1.7920390341,0.0176908398,0.0164333234,6.2049269765
1098,1.7962916201,0.0178828766,0.0148894043,6.2135540372
1099,1.7993049604,0.0181290495,0.0123468838,6.2202610086
1100,1.8025347874,0.0183626192,0.0127358990,6.2272180531
1101,1.8068296981,0.0185389950,0.0143413685,6.2357705529
1102,1.8120210477,0.0187111036,0.0164993207,6.2462678544
1103,1.8150794763,0.0186875446,0.0130500953,6.2535396644
1104,1.8187525720,0.0186250055,0.0136310098,6.2617250685
1105,1.8243863117,0.0189750896,0.0186822735,6.2733604647
1106,1.8277673943,0.0190135519,0.0135250572,6.2809973331
1107,1.8317338133,0.0191719555,0.0146161079,6.2893435423
1108,1.8367656870,0.0192634045,0.0167531045,6.3000676897
1109,1.8424799762,0.0195736775,0.0198396596,6.3137304290
1110,1.8479712994,0.0193986032,0.0178897965,6.3254651976
1111,1.8523324694,0.0194807042,0.0138106318,6.3337067549
1112,1.8557758899,0.0194287732,0.0129975142,6.3409455763
1113,1.8564701846,0.0193475082,0.0061267028,6.3428066170
1114,1.8599710270,0.0192534540,0.0134019002,6.3511989238
1115,1.8609757784,0.0192152085,0.0070215852,6.3539879010
1116,1.8624813767,0.0193979866,0.0070846107,6.3574418880
1117,1.8672367522,0.0194223315,0.0151224429,6.3675160570
1118,1.8704865472,0.0196615592,0.0115172295,6.3745216109
1119,1.8742522183,0.0195541422,0.0142666056,6.3833870371
1120,1.8772233945,0.0197864038,0.0089905770,6.3891009019
1121,1.8827131990,0.0199780584,0.0177657792,6.4010003699
1122,1.8865129079,0.0200990695,0.0126901065,6.4088578021
1123,1.8924486733,0.0203131115,0.0177010960,6.4213732928
1124,1.8966760672,0.0203258289,0.0152325144,6.4320409921
1125,1.9005308253,0.0203771490,0.0127931954,6.4400698207
1126,1.9027800364,0.0203943412,0.0097030684,6.4457922851
1127,1.9063892908,0.0206262820,0.0121512364,6.4534478123
1128,1.9113891321,0.0209141273,0.0159744503,6.4650369608
1129,1.9160455481,0.0209545646,0.0153487571,6.4757814877
1130,1.9175197614,0.0209816623,0.0062611937,6.4788747277
1131,1.9231816793,0.0210388147,0.0169232739,6.4911811896
1132,1.9263661952,0.0211489656,0.0109732419,6.4978842447
1133,1.9309608403,0.0211651187,0.0159132659,6.5091656243
1134,1.9336105794,0.0213625989,0.0086520563,6.5143530147
1135,1.9386507724,0.0214770933,0.0150617054,6.5258545974
1136,1.9405809618,0.0215814421,0.0081763590,6.5303382103
1137,1.9443264616,0.0218133550,0.0126209128,6.5385342799
1138,1.9476242768,0.0216052148,0.0105694569,6.5460159004
1139,1.9509554737,0.0216851538,0.0106292517,6.5526149471
1140,1.9539943788,0.0216954451,0.0092803812,6.5582647064
1141,1.9581187027,0.0216813531,0.0112628203,6.5665065277
1142,1.9581837585,0.0216364572,0.0036449535,6.5666551583
1143,1.9638924871,0.0216676675,0.0162076785,6.5789936988
1144,1.9691743278,0.0216544455,0.0166160956,6.5911750234
1145,1.9718348456,0.0216646431,0.0098746854,6.5982825635
1146,1.9727218305,0.0218509040,0.0053771778,6.6006928777
1147,1.9754788343,0.0220677870,0.0088957955,6.6065260876
1148,1.9814286780,0.0222445990,0.0165485488,6.6192931613
1149,1.9870290526,0.0223936077,0.0150024997,6.6309546149
1150,1.9907142128,0.0225162569,0.0105583029,6.6383390691
1151,1.9972948345,0.0227408718,0.0163069189,6.6518469932
1152,1.9993399988,0.0229047579,0.0070008924,6.6558093610
1153,2.0023998967,0.0230194760,0.0090593456,6.6617331740
1154,2.0082680166,0.0231634993,0.0142781148,6.6728947315
1155,2.0124180875,0.0233106245,0.0115396160,6.6814011110
1156,2.0155177608,0.0231863806,0.0091717166,6.6882837300
1157,2.0142394320,0.0231388244,0.0000000000,6.6859110399
1158,2.0209845235,0.0233771052,0.0152218384,6.6985728733
1159,2.0259983956,0.0234394827,0.0135538647,6.7088965123
1160,2.0262915771,0.0234648967,0.0036339728,6.7101270331
1161,2.0323907244,0.0235725581,0.0148815633,6.7226379013
1162,2.0372464238,0.0236695739,0.0119310540,6.7324566816
1163,2.0419973425,0.0238201221,0.0133384069,6.7428061579
1164,2.0487144276,0.0239153234,0.0165369274,6.7573544238
1165,2.0508301616,0.0240265580,0.0084485433,6.7628794926
1166,2.0568052268,0.0240756707,0.0154251082,6.7761109369
1167,2.0633570991,0.0242180224,0.0152824999,6.7904755355
1168,2.0701771901,0.0242446913,0.0156552755,6.8047967919
1169,2.0790220398,0.0243936267,0.0198525877,6.8231806432
1170,2.0854691577,0.0242691945,0.0151619272,6.8373858946
1171,2.0890331628,0.0242511398,0.0093045230,6.8446376947
1172,2.0987335996,0.0245249241,0.0206322452,6.8646944657
1173,2.1011939925,0.0246122878,0.0066848998,6.8698592219
1174,2.1048312153,0.0246351347,0.0097789267,6.8777601314
1175,2.1076968739,0.0247830693,0.0073705454,6.8835112323
1176,2.1133542366,0.0250087464,0.0115067482,6.8937751809
1177,2.1212774230,0.0251609803,0.0171946526,6.9100202972
1178,2.1296881675,0.0252792685,0.0182293726,6.9284138301
1179,2.1369612905,0.0257215349,0.0142248836,6.9418840684
1180,2.1402464303,0.0258514909,0.0090749229,6.9493665924
1181,2.1434370982,0.0256997967,0.0093426211,6.9569779413
1182,2.1476481786,0.0257694284,0.0091046585,6.9649662296
1183,2.1561581475,0.0259243379,0.0165736353,6.9821761546
1184,2.1590399008,0.0258140965,0.0076486112,6.9877583968
1185,2.1671979350,0.0260544333,0.0161497261,7.0033178772
1186,2.1732696757,0.0262720207,0.0118435485,7.0149727459
1187,2.1791187846,0.0263629227,0.0128258451,7.0277203973
1188,2.1892503291,0.0265345352,0.0192562482,7.0475915290
1189,2.1933685435,0.0266981147,0.0097183967,7.0568833844
1190,2.2035413835,0.0268709830,0.0199762973,7.0786551107
1191,2.2054125383,0.0269786521,0.0052346272,7.0822855992
1192,2.2089330296,0.0270720512,0.0080411343,7.0890973170
1193,2.2102859086,0.0273264072,0.0044237213,7.0915405950
1194,2.2142668683,0.0272543106,0.0084154470,7.0986346403
1195,2.2223964556,0.0274917557,0.0147978341,7.1150005980
1196,2.2308054951,0.0276544199,0.0155410995,7.1313496512
1197,2.2379920931,0.0277914177,0.0134725215,7.1454578864
1198,2.2451093272,0.0280596364,0.0132820414,7.1597318452
1199,2.2474212234,0.0282294790,0.0063680305,7.1656937947
1200,2.2492937270,0.0284089960,0.0056312072,7.1698414227
1201,2.2565711666,0.0286670235,0.0134586720,7.1847317070
1202,2.2679472695,0.0288840342,0.0184694735,7.2062985210
1203,2.2735112541,0.0289253004,0.0102521532,7.2174456452
1204,2.2747750093,0.0289009613,0.0059109138,7.2225445558
1205,2.2761947064,0.0290008214,0.0046402537,7.2251609558
1206,2.2795707954,0.0290034954,0.0087328718,7.2337544161
1207,2.2913144417,0.0292641255,0.0195818103,7.2570621115
1208,2.2976793306,0.0295463737,0.0110028502,7.2692456937
1209,2.3013539788,0.0297552777,0.0070178718,7.2754997508
1210,2.3064399727,0.0297931240,0.0090745399,7.2850144221
1211,2.3114233270,0.0299518516,0.0096789841,7.2956867498
1212,2.3204272528,0.0302551547,0.0132749444,7.3117377715
1213,2.3255480674,0.0303944730,0.0088319210,7.3211198078
1214,2.3290433407,0.0303865577,0.0077282900,7.3293016632
1215,2.3359717107,0.0304964743,0.0110975185,7.3432538447
1216,2.3450297349,0.0308157853,0.0142496176,7.3602390866
1217,2.3549868906,0.0309888926,0.0154418101,7.3801316180
1218,2.3639381988,0.0312263718,0.0146425537,7.3994428925
1219,2.3697579381,0.0313393070,0.0098040147,7.4110429755
1220,2.3705483738,0.0313614860,0.0038636303,7.4138195532
1221,2.3754374626,0.0314270748,0.0081671225,7.4228162350
1222,2.3839940537,0.0315486982,0.0133635907,7.4391853830
1223,2.3863303502,0.0317362197,0.0055985506,7.4447468914
1224,2.3958507367,0.0319365225,0.0132125723,7.4620945278
1225,2.4010366188,0.0322212440,0.0091681154,7.4729331001
1226,2.4059318332,0.0321697519,0.0092056130,7.4834494654
1227,2.4181339769,0.0323269360,0.0173736336,7.5074735030
1228,2.4267683729,0.0324609468,0.0130499166,7.5247969386
1229,2.4404927053,0.0327824320,0.0185772296,7.5508823096
1230,2.4452738507,0.0330914993,0.0074915857,7.5598543339
1231,2.4581853202,0.0332816725,0.0174275577,7.5846964170
1232,2.4711952066,0.0334747839,0.0163635860,7.6089789825
1233,2.4689968634,0.0334773969,0.0000000000,7.6057165609
1234,2.4768076961,0.0337030608,0.0115763006,7.6209058900
1235,2.4923040956,0.0341421024,0.0194026772,7.6501802414
1236,2.5053073515,0.0343990781,0.0157346754,7.6743310861
1237,2.5125590199,0.0345850751,0.0098816584,7.6884868231
1238,2.5206820077,0.0347380135,0.0108826061,7.7040244309
1239,2.5240092780,0.0347984696,0.0057453659,7.7107518858
1240,2.5344441586,0.0348655168,0.0129902040,7.7298763349
1241,2.5353780714,0.0347571160,0.0033927740,7.7321230582
1242,2.5402432417,0.0351401043,0.0071265276,7.7410755343
1243,2.5551580055,0.0353395636,0.0173719889,7.7693492732
1244,2.5645159287,0.0354713493,0.0119012878,7.7876266594
1245,2.5721505460,0.0356254557,0.0102555550,7.8030064175
1246,2.5810538498,0.0358723121,0.0114916266,7.8204622872
1247,2.6049248335,0.0364731927,0.0251610913,7.8638494116
1248,2.6208904156,0.0369441607,0.0169689024,7.8926682382
1249,2.6268343135,0.0370861898,0.0082769214,7.9050609564
1250,2.6463822589,0.0375315565,0.0200003988,7.9404032074
1251,2.6560536290,0.0377198903,0.0115737843,7.9600553409
1252,2.6708737292,0.0380974708,0.0155506413,7.9873009621
1253,2.6791069707,0.0384477219,0.0091841738,8.0021781968
1254,2.6847150401,0.0384753047,0.0074982913,8.0144664638
1255,2.7008883992,0.0389603217,0.0158491808,8.0437655472
1256,2.7085295172,0.0391236303,0.0083093436,8.0573195251
1257,2.7154590045,0.0392354713,0.0082496730,8.0708563151
1258,2.7324834912,0.0396073618,0.0163096046,8.1016979374
1259,2.7379598425,0.0398423285,0.0064220687,8.1120598104
1260,2.7417248535,0.0398261265,0.0051875904,8.1196716149
1261,2.7568657793,0.0402163691,0.0146162611,8.1476132278
1262,2.7575114906,0.0402431816,0.0025925682,8.1497344224
1263,2.7657083201,0.0404922167,0.0083917168,8.1648468922
1264,2.7766292796,0.0407807341,0.0102448987,8.1841570420
1265,2.7810550376,0.0408888765,0.0055425264,8.1928334007
1266,2.7869869645,0.0409897473,0.0066365255,8.2038261425
1267,2.8041928127,0.0414698176,0.0151961901,8.2344153385
1268,2.8193357954,0.0419017109,0.0134037747,8.2615130894
1269,2.8267628941,0.0421480794,0.0074605850,8.2749437671
1270,2.8437245001,0.0426932136,0.0145415307,8.3055544079
1271,2.8674940777,0.0432236247,0.0192925365,8.3473573301
1272,2.8728861854,0.0434228486,0.0058443945,8.3576648520
1273,2.8871598749,0.0437380417,0.0122940278,8.3833163879
1274,2.9150010870,0.0444865373,0.0214879265,8.4323185496
1275,2.9340199303,0.0448062998,0.0149335675,8.4661495498
1276,2.9547224508,0.0452675429,0.0159042486,8.5029339200
1277,2.9690865660,0.0457293612,0.0110392672,8.5280442311
1278,2.9789306119,0.0458652791,0.0081697740,8.5454097849
1279,3.0037357822,0.0464159938,0.0174881841,8.5879027367
1280,3.0240888598,0.0467486287,0.0151378797,8.6243923402
1281,3.0399347505,0.0470589927,0.0117526887,8.6524940506
1282,3.0531555495,0.0474176942,0.0097663885,8.6757990567
1283,3.0562981486,0.0476029651,0.0036109189,8.6814797745
1284,3.0747871522,0.0480955554,0.0127483499,8.7135407326
1285,3.0862397736,0.0483088626,0.0086797787,8.7346275070
1286,3.1031568475,0.0487569572,0.0113670995,8.7630293825
1287,3.1269244589,0.0493175627,0.0152206818,8.8034162674
1288,3.1528863030,0.0499076748,0.0159360130,8.8466005421
1289,3.1791429851,0.0507267365,0.0154512047,8.8898827509
1290,3.2200373829,0.0518135769,0.0228243088,8.9568926716
1291,3.2512970537,0.0527460773,0.0175925689,9.0089375372
1292,3.2650595609,0.0533062607,0.0084188248,9.0321187925
1293,3.2778533216,0.0536825954,0.0080721508,9.0544423531
1294,3.3233742043,0.0549140324,0.0231751235,9.1279038911
1295,3.3388209069,0.0553522122,0.0088160344,9.1542130338
1296,3.3614646775,0.0560551148,0.0117881504,9.1911735693
1297,3.4028992013,0.0570233879,0.0203753236,9.2589533947
1298,3.4463510930,0.0582524403,0.0202335162,9.3283554559
1299,3.4710451434,0.0590887796,0.0117377663,9.3681681169
1300,3.5001718657,0.0599865773,0.0131613268,9.4139330969
1301,3.5065199041,0.0603918997,0.0041514754,9.4255551484
1302,3.5221305198,0.0609305812,0.0076399262,9.4512121156
1303,3.5452215891,0.0616234351,0.0102467562,9.4875820274
1304,3.5729141505,0.0623367295,0.0119728312,9.5314056888
1305,3.5968687534,0.0630429885,0.0104480617,9.5694539518
1306,3.6278123879,0.0639940682,0.0127310111,9.6181905524
1307,3.6877787129,0.0656600064,0.0225249673,9.7093607679
1308,3.7256708111,0.0668329779,0.0142288361,9.7670598520
1309,3.7621287428,0.0678997712,0.0134817945,9.8232382782
1310,3.7959724695,0.0689534690,0.0120087665,9.8741634967
1311,3.8271038969,0.0698624689,0.0111748435,9.9222431841
1312,3.8826672353,0.0715825738,0.0179181341,10.0040160947
1313,3.9018318028,0.0721674664,0.0072419451,10.0347073218
1314,3.9367695963,0.0733979429,0.0113972183,10.0870948586
1315,3.9563707551,0.0739563707,0.0067402693,10.1170440467
1316,3.9974486256,0.0752875284,0.0124182226,10.1777240060
1317,4.0400621077,0.0765954005,0.0125714415,10.2397031906
1318,4.0989025610,0.0783897292,0.0164184312,10.3243623943
1319,4.1661393518,0.0805247870,0.0177487758,10.4191048234
1320,4.2255576621,0.0823216927,0.0151827088,10.5036791433
1321,4.3087956732,0.0849158766,0.0197868446,10.6192859915
1322,4.3957703117,0.0876026102,0.0196248157,10.7391107480
1323,4.4575293242,0.0895263616,0.0135137217,10.8234504794
1324,4.5236551596,0.0917072579,0.0137920649,10.9131985737
1325,4.5313441884,0.0921987838,0.0027058479,10.9258563702
1326,4.5996621060,0.0944735541,0.0135371674,11.0178687480
1327,4.6615699143,0.0965052969,0.0119755605,11.1007045629
1328,4.6769073489,0.0970927180,0.0038952230,11.1244805960
1329,4.7297454636,0.0989330532,0.0099293470,11.1948152581
1330,4.8271135652,0.1021340234,0.0165956350,11.3210129626
1331,4.8596076169,0.1033707489,0.0060538832,11.3650116064
1332,4.9768938492,0.1073321552,0.0182061656,11.5137505009
1333,5.0738186928,0.1105669191,0.0142790367,11.6351713564
1334,5.1500253832,0.1132831336,0.0109037372,11.7303642278
1335,5.2325984029,0.1162674462,0.0113168290,11.8330385613
1336,5.3601022606,0.1206900526,0.0159836501,11.9871987354
1337,5.3969615986,0.1221806392,0.0051293075,12.0341318400
1338,5.5918697375,0.1289876345,0.0217956573,12.2636624370
1339,5.6653349057,0.1316602542,0.0080955863,12.3505032125
1340,5.7444496707,0.1346830985,0.0083266404,12.4437883102
1341,5.9360797192,0.1414362367,0.0178596873,12.6604410022
1342,6.0000000000,0.1404702448,0.0157922512,12.8095864253
1343,6.0000000000,0.1344115757,0.0183618801,12.9547143151
1344,6.0000000000,0.1284686792,0.0170207092,13.0979772719
1345,6.0000000000,0.1235578062,0.0138067005,13.2206686815
1346,6.0000000000,0.1217550336,0.0058733561,13.2724107790
1347,6.0000000000,0.1182360950,0.0097303684,13.3639350185
1348,6.0000000000,0.1132016550,0.0129525090,13.4919797231
1349,6.0000000000,0.1083600777,0.0119175237,13.6151892983
1350,6.0000000000,0.1079037223,0.0021466425,13.6343836448
1351,6.0000000000,0.1005119107,0.0170131457,13.8230646280
1352,6.0000000000,0.0910571159,0.0203094838,14.0663238443
1353,6.0000000000,0.0897158093,0.0190276570,14.2627373222
1354,6.0000000000,0.0914298364,0.0071142738,14.3245120693
1355,6.0000000000,0.0953493616,0.0140926405,14.4521917886
1356,6.0000000000,0.0955821447,0.0017928092,14.4666955818
1357,6.0000000000,0.1018250290,0.0201120871,14.6627556720
1358,6.0000000000,0.1023891821,0.0026885908,14.6879503909
1359,6.0000000000,0.1072739405,0.0139704421,14.8369496177
1360,6.0000000000,0.1139941598,0.0175803825,15.0383249643
1361,6.0000000000,0.1192405483,0.0181983443,15.2444733344
1362,6.0000000000,0.1181153170,0.0136510585,15.3635200389
1363,6.0000000000,0.1177075536,0.0051568798,15.4094562552
1364,6.0000000000,0.1170085354,0.0115143562,15.5184772435
1365,6.0000000000,0.1115388951,0.0107120713,15.5836514069
1366,6.0000000000,0.1030931487,0.0137681240,15.6628643197
1367,6.0000000000,0.0920796199,0.0167411807,15.7646597483
1368,6.0000000000,0.0813772533,0.0151777962,15.8645764856
1369,6.0000000000,0.0643049794,0.0221837595,16.0223805801
1370,6.0000000000,0.0559093945,0.0151730441,16.1096510187
1371,6.0000000000,0.0531195951,0.0101336760,16.1485802310
1372,6.0000000000,0.0470200035,0.0198239019,16.2265257453
1373,6.0000000000,0.0435952512,0.0104902653,16.2717869947
1374,6.0000000000,0.0388899828,0.0133529449,16.3323053467
1375,6.0000000000,0.0340357196,0.0128677340,16.3940963523
1376,6.0000000000,0.0340138203,0.0009924895,16.3998966418
1377,6.0000000000,0.0285914278,0.0133287358,16.4683513507
1378,6.0000000000,0.0226842365,0.0133893118,16.5415658272
1379,6.0000000000,0.0187062869,0.0109934157,16.5966284570
1380,6.0000000000,0.0189929074,0.0113218225,16.6172279676
1381,6.0000000000,0.0191103231,0.0058348632,16.6298577968
1382,6.0000000000,0.0194427776,0.0123958239,16.6529585225
1383,6.0000000000,0.0200335985,0.0192140423,16.6876240620
1384,6.0000000000,0.0203972370,0.0111491061,16.7099965195
1385,6.0000000000,0.0206916711,0.0094937964,16.7302127026
1386,6.0000000000,0.0209688866,0.0090829013,16.7500902679
1387,6.0000000000,0.0217889594,0.0216820220,16.7929403152
1388,6.0000000000,0.0219674927,0.0054948313,16.8066521360
1389,6.0000000000,0.0226149136,0.0160557589,16.8412260887
1390,6.0000000000,0.0231290041,0.0125347767,16.8700209098
1391,6.0000000000,0.0240756373,0.0212203028,16.9179500590
1392,6.0000000000,0.0249495489,0.0182940740,16.9617301321
1393,6.0000000000,0.0254479340,0.0115760735,16.9913012031
1394,6.0000000000,0.0256274597,0.0046009505,17.0049006917
1395,6.0000000000,0.0266485634,0.0188622712,17.0537180696
1396,6.0000000000,0.0277470208,0.0189986096,17.1053519525
1397,6.0000000000,0.0281174071,0.0066964704,17.1258256186
1398,6.0000000000,0.0290750189,0.0155771208,17.1714911721
1399,6.0000000000,0.0295419512,0.0081563206,17.1973414302
1400,6.0000000000,0.0300763449,0.0082742865,17.2241991493
1401,6.0000000000,0.0302956768,0.0042752956,17.2388955227
1402,6.0000000000,0.0314548239,0.0164779451,17.2923346919
1403,6.0000000000,0.0324455392,0.0133014164,17.3379364664
1404,6.0000000000,0.0336149409,0.0143735987,17.3887067584
1405,6.0000000000,0.0352363034,0.0189718797,17.4584995073
1406,6.0000000000,0.0366400321,0.0152093983,17.5183443486
1407,6.0000000000,0.0381196405,0.0148059012,17.5794800442
1408,6.0000000000,0.0398423402,0.0155965146,17.6470100884
1409,6.0000000000,0.0405019950,0.0068900551,17.6778313788
1410,6.0000000000,0.0418778834,0.0118345674,17.7333795629
1411,6.0000000000,0.0424986050,0.0062099445,17.7632668954
1412,6.0000000000,0.0433678684,0.0076804171,17.8006745415
1413,6.0000000000,0.0448720541,0.0115592808,17.8600311915
1414,6.0000000000,0.0473322014,0.0170970606,17.9521426242
1415,6.0000000000,0.0509026495,0.0218794273,18.0795870231
1416,6.0000000000,0.0519868416,0.0067910728,18.1211575146
1417,6.0000000000,0.0543193143,0.0128319860,18.2044074317
1418,6.0000000000,0.0566563676,0.0116596299,18.2841781335
1419,6.0000000000,0.0597612047,0.0145307310,18.3897419549
1420,6.0000000000,0.0632496575,0.0147955674,18.5053341748
1421,6.0000000000,0.0668614936,0.0137396216,18.6210486793
1422,6.0000000000,0.0687669734,0.0073575526,18.6851246089
1423,6.0000000000,0.0687856541,0.0138944420,18.7740347583
1424,6.0000000000,0.0675541767,0.0162831682,18.8723454624
1425,6.0000000000,0.0668888332,0.0095357240,18.9337329572
1426,6.0000000000,0.0652471840,0.0214951916,19.0843175767
1427,6.0000000000,0.0644781569,0.0108724167,19.1677660287
1428,6.0000000000,0.0610793995,0.0089574711,19.2113429163
1429,6.0000000000,0.0549906559,0.0134226194,19.2751483490
1430,6.0000000000,0.0498612072,0.0107635705,19.3296920417
1431,6.0000000000,0.0490361036,0.0054375705,19.3432206144
1432,6.0000000000,0.0476519519,0.0118744474,19.3644406152
1433,6.0000000000,0.0451059416,0.0196593717,19.3990890578
1434,6.0000000000,0.0420724448,0.0216121551,19.4398904529
1435,6.0000000000,0.0407518506,0.0092782010,19.4598550372
1436,6.0000000000,0.0381466287,0.0163453181,19.4947924450
1437,6.0000000000,0.0360259230,0.0126361414,19.5241555600
1438,6.0000000000,0.0336334892,0.0133626558,19.5568914434
1439,6.0000000000,0.0300535758,0.0180833818,19.6028758008
1440,6.0000000000,0.0265529184,0.0160899433,19.6475815482
1441,6.0000000000,0.0236219641,0.0127407380,19.6858733991
1442,6.0000000000,0.0218670923,0.0075420274,19.7104088080
1443,6.0000000000,0.0203034900,0.0066048920,19.7328759656
1444,6.0000000000,0.0171655425,0.0116927131,19.7730387367
1445,6.0000000000,0.0131899409,0.0135533440,19.8226583307
1446,6.0000000000,0.0085932334,0.0144152251,19.8796470429
1447,6.0000000000,0.0076472147,0.0157534529,19.9017513662
1448,6.0000000000,0.0077641341,0.0167020086,19.9139245926
1449,6.0000000000,0.0078407752,0.0004652319,19.9100506308
1450,6.0000000000,0.0079104324,0.0163365136,19.9304021043
1451,6.0000000000,0.0079652829,0.0069722507,19.9381624437
1452,6.0000000000,0.0081257113,0.0173475292,19.9515678255
1453,6.0000000000,0.0082693848,0.0136158928,19.9630733675
1454,6.0000000000,0.0083992101,0.0150266871,19.9756278653
1455,6.0000000000,0.0084885124,0.0094035564,19.9849209716
1456,6.0000000000,0.0086091721,0.0133567263,19.9968344546
1457,6.0000000000,0.0086224527,0.0030373796,20.0025894244
1458,6.0000000000,0.0088098649,0.0172571838,20.0174701312
1459,6.0000000000,0.0089134705,0.0104119741,20.0279788066
1460,5.9993088394,0.0089556888,0.0000000000,20.0149731106
1461,6.0000000000,0.0090961541,0.0170951211,20.0470834789
1462,6.0000000000,0.0093220670,0.0200485139,20.0649139813
1463,6.0000000000,0.0094181530,0.0077945783,20.0740926744
1464,6.0000000000,0.0096299462,0.0178210075,20.0908452442
1465,6.0000000000,0.0097282496,0.0084011738,20.1008419040
1466,6.0000000000,0.0097314327,0.0011207010,20.1052598889
1467,6.0000000000,0.0098776957,0.0102821161,20.1166758413
1468,6.0000000000,0.0100315787,0.0135654550,20.1312456607
1469,6.0000000000,0.0102036985,0.0126410454,20.1454283229
1470,6.0000000000,0.0103591121,0.0124972702,20.1597152057
1471,6.0000000000,0.0105356575,0.0134228297,20.1751532259
1472,6.0000000000,0.0107140838,0.0130394672,20.1908721830
1473,6.0000000000,0.0108646279,0.0109630161,20.2046085519
1474,6.0000000000,0.0110028414,0.0091133694,20.2167940073
1475,6.0000000000,0.0111729078,0.0107241559,20.2308109771
1476,6.0000000000,0.0113556709,0.0103119717,20.2445468870
1477,6.0000000000,0.0115246061,0.0105459714,20.2588519548
1478,6.0000000000,0.0116206406,0.0067058235,20.2691231247
1479,6.0000000000,0.0117639120,0.0093955470,20.2826057846
1480,6.0000000000,0.0119941854,0.0123946857,20.2997340425
1481,6.0000000000,0.0122622199,0.0134852108,20.3185811259
1482,6.0000000000,0.0124779605,0.0116926611,20.3358146889
1483,6.0000000000,0.0127035701,0.0111184324,20.3525666956
1484,6.0000000000,0.0130059791,0.0145653594,20.3740175656
1485,6.0000000000,0.0133738869,0.0159094496,20.3981115620
1486,6.0000000000,0.0137295964,0.0152643834,20.4221998052
1487,6.0000000000,0.0137828911,0.0036004364,20.4297345085
1488,6.0000000000,0.0139920619,0.0098140556,20.4467521955
1489,6.0000000000,0.0143928016,0.0153871420,20.4725979030
1490,6.0000000000,0.0147946389,0.0144739072,20.4978942559
1491,6.0000000000,0.0152165000,0.0152630909,20.5251725107
1492,6.0000000000,0.0156560714,0.0135088872,20.5504232738
1493,6.0000000000,0.0158630266,0.0079030233,20.5663798078
1494,6.0000000000,0.0164589357,0.0178683098,20.6009687602
1495,6.0000000000,0.0165910255,0.0054739734,20.6131206933
1496,6.0000000000,0.0172052145,0.0167316374,20.6476425154
1497,6.0000000000,0.0176551989,0.0119213994,20.6736283139
